item_id,item_name,combined_columns
369580,NotGTAV,NotGTAV Casual NotGamesNotGTAV pikawuu2 Casual 2015 NotGames
369640,Treeker: The Lost Glasses,"Treeker: The Lost Glasses Adventure Blubox Soft,Fernando PauloTreeker: The Lost Glasses chidvd Adventure 2015 Blubox Soft,Fernando Paulo"
369860,Brain Guzzler,Brain Guzzler Action Flaming Pumpkin LtdBrain Guzzler chidvd Action 2015 Flaming Pumpkin Ltd
369890,Riddled Corpses,Riddled Corpses Action Daniel Fernandez ChavezRiddled Corpses chidvd Action 2015 Daniel Fernandez Chavez
369990,"Gremlins, Inc.","Gremlins, Inc. Indie Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive EntertainmentGremlins, Inc. 76561198071955492 Indie 2016 Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment"
3700,Sniper Elite,Sniper Elite Action RebellionSniper Elite 76561198066046412 Action 2005 Rebellion
370020,Templar Battleforce,Templar Battleforce Action Trese BrothersTemplar Battleforce 76561197992681922 Action 2015 Trese Brothers
370040,Lilly and Sasha: Nexus of Souls,Lilly and Sasha: Nexus of Souls Indie John WizardLilly and Sasha: Nexus of Souls chidvd Indie 2015 John Wizard
370050,Scarab Tales,Scarab Tales Casual Playito.comScarab Tales chidvd Casual 2015 Playito.com
370070,Wyrmsun,Wyrmsun Adventure AndrettinWyrmsun NUZXD Adventure 2015 Andrettin
370080,Breezeblox,Breezeblox Casual Pugsley LLCBreezeblox phrostb Casual 2015 Pugsley LLC
370090,Axis Football 2015,Axis Football 2015 Sports Axis GamesAxis Football 2015 chidvd Sports 2015 Axis Games
37010,Ninja Blade,Ninja Blade Action FromSoftwareNinja Blade chidvd Action 2009 FromSoftware
370150,LOOP: A Tranquil Puzzle Game,LOOP: A Tranquil Puzzle Game Casual John CullenLOOP: A Tranquil Puzzle Game phrostb Casual 2015 John Cullen
370160,Front Wars,Front Wars Indie Homemade GamesFront Wars archy18 Indie 2015 Homemade Games
370170,Dale Hardshovel HD,Dale Hardshovel HD Casual phime studio LLCDale Hardshovel HD chidvd Casual 2015 phime studio LLC
370190,Ruzh Delta Z,Ruzh Delta Z Action PribuniRuzh Delta Z ii_voltage_ii Action 2015 Pribuni
370200,Two Steps Back,Two Steps Back Casual Kristen CheelyTwo Steps Back chidvd Casual 2015 Kristen Cheely
370220,Animal Gods,Animal Gods Action Still GamesAnimal Gods chidvd Action 2015 Still Games
370240,NBA 2K16,NBA 2K16 Sports Visual ConceptsNBA 2K16 diabeticfuck Sports 2015 Visual Concepts
370270,Jim Power -The Lost Dimension ,Jim Power -The Lost Dimension  Action Digital ConceptsJim Power -The Lost Dimension  chidvd Action 1993 Digital Concepts
370280,Season of 12 Colors,Season of 12 Colors Adventure 橘子班Season of 12 Colors phrostb Adventure 2016 橘子班
37030,UFO: Extraterrestrials Gold,UFO: Extraterrestrials Gold Strategy Chaos ConceptUFO: Extraterrestrials Gold chidvd Strategy 2010 Chaos Concept
370300,8-Bit Adventures: The Forgotten Journey Remastered Edition,8-Bit Adventures: The Forgotten Journey Remastered Edition Adventure Critical Games8-Bit Adventures: The Forgotten Journey Remastered Edition 76561198003056556 Adventure 2015 Critical Games
370310,Tompi Jones,Tompi Jones Action DreamsSoftGamesTompi Jones SALTTHEW0UND Action 2015 DreamsSoftGames
370360,TIS-100,TIS-100 Indie ZachtronicsTIS-100 Brayneeah Indie 2015 Zachtronics
370460,Arcana Heart 3 LOVE MAX!!!!!,Arcana Heart 3 LOVE MAX!!!!! Action EXAMU Inc.Arcana Heart 3 LOVE MAX!!!!! phrostb Action 2015 EXAMU Inc.
370480,Pixel Galaxy,Pixel Galaxy Action Serenity ForgePixel Galaxy chidvd Action 2015 Serenity Forge
370490,ASCII Attack,ASCII Attack Action Daisy Maze GamesASCII Attack phrostb Action 2016 Daisy Maze Games
370510,Marble Mayhem: Fragile Ball,"Marble Mayhem: Fragile Ball Action Bimboosoft Co.,Ltd.Marble Mayhem: Fragile Ball EizanAratoFujimaki Action 2015 Bimboosoft Co.,Ltd."
370550,Sparkle 2,Sparkle 2 Action 10tons LtdSparkle 2 chidvd Action 2015 10tons Ltd
370570,Color Assembler,Color Assembler Casual Purple NebulaColor Assembler phrostb Casual 2015 Purple Nebula
370590,Gem Wars: Attack of the Jiblets,Gem Wars: Attack of the Jiblets Action Queen Birdface ProductionsGem Wars: Attack of the Jiblets chidvd Action 2015 Queen Birdface Productions
370600,Hello Kitty and Sanrio Friends Racing,Hello Kitty and Sanrio Friends Racing Casual Scarab EntertainmentHello Kitty and Sanrio Friends Racing idonothack Casual 2015 Scarab Entertainment
370640,Midnight's Blessing,Midnight's Blessing Adventure Warfare StudiosMidnight's Blessing phrostb Adventure 2015 Warfare Studios
370700,Black Home,Black Home Adventure Warfare StudiosBlack Home phrostb Adventure 2015 Warfare Studios
370710,Last Heroes,Last Heroes Adventure Warfare StudiosLast Heroes phrostb Adventure 2015 Warfare Studios
370750,Dungeoncraft,Dungeoncraft Indie ZinnuslDungeoncraft chidvd Indie 2015 Zinnusl
370770,Holodrive,Holodrive Action BitCake StudioHolodrive ii_voltage_ii Action 2016 BitCake Studio
370780,Fated Souls,Fated Souls Adventure Warfare StudiosFated Souls chidvd Adventure 2015 Warfare Studios
370840,Rugby Challenge 3,Rugby Challenge 3 Sports Wicked Witch SoftwareRugby Challenge 3 phrostb Sports 2016 Wicked Witch Software
370910,Kathy Rain,Kathy Rain Adventure Clifftop GamesKathy Rain phrostb Adventure 2016 Clifftop Games
370920,Cosmophony,Cosmophony Action Bento-StudioCosmophony chidvd Action 2015 Bento-Studio
370940,Demons with Shotguns,"Demons with Shotguns Action MindShaft Games, LLCDemons with Shotguns chidvd Action 2016 MindShaft Games, LLC"
370970,Unlimited Escape 3 & 4 Double Pack,Unlimited Escape 3 & 4 Double Pack Action Carlo D'Apostoli ProjectsUnlimited Escape 3 & 4 Double Pack phrostb Action 2015 Carlo D'Apostoli Projects
3710,Judge Dredd: Dredd vs Death,Judge Dredd: Dredd vs Death Action RebellionJudge Dredd: Dredd vs Death chidvd Action 2005 Rebellion
37100,Aztaka,Aztaka Action Citeremis Inc.Aztaka chidvd Action 2009 Citeremis Inc.
371000,Cave Coaster,Cave Coaster Casual SmyowlCave Coaster chidvd Casual 2015 Smyowl
371010,Nomad Fleet,Nomad Fleet Indie AutarcaNomad Fleet 76561198032651953 Indie 2015 Autarca
371100,Waste Walkers,Waste Walkers Action Corrosive Studios LLCWaste Walkers 76561198059990081 Action 2015 Corrosive Studios LLC
371120,Discouraged Workers,Discouraged Workers Adventure YGGDRASIL STUDIODiscouraged Workers chidvd Adventure 2015 YGGDRASIL STUDIO
371180,Super 3-D Noah's Ark,"Super 3-D Noah's Ark Action Wisdom Tree, Inc.Super 3-D Noah's Ark UTNerd24 Action 1995 Wisdom Tree, Inc."
371190,Making History: The Calm and the Storm Gold Edition,Making History: The Calm and the Storm Gold Edition Simulation Muzzy Lane SoftwareMaking History: The Calm and the Storm Gold Edition CrimsonStormFTW Simulation 2008 Muzzy Lane Software
371200,Halcyon 6: Starbase Commander,"Halcyon 6: Starbase Commander Indie Massive Damage, Inc.Halcyon 6: Starbase Commander 750805 Indie 2016 Massive Damage, Inc."
371210,Gridberd,Gridberd Action WareberdGridberd chidvd Action 2015 Wareberd
371220,VERLIES II,VERLIES II Adventure Koya GameVERLIES II diehard2222 Adventure 2015 Koya Game
371280,Rolling Shapes,"Rolling Shapes Indie Vertex Games, S.C.Rolling Shapes chidvd Indie 2015 Vertex Games, S.C."
371310,Karos Returns,Karos Returns Free to Play Galaxy GateKaros Returns chidvd Free to Play 2017 Galaxy Gate
371320,Samsa and the Knights of Light,"Samsa and the Knights of Light Adventure Atixx,ClorithStudioSamsa and the Knights of Light chidvd Adventure 2015 Atixx,ClorithStudio"
371330,Two Digits,Two Digits Casual CleverweekTwo Digits chidvd Casual 2015 Cleverweek
371350,Waste Walkers Prepper's Edition DLC,Waste Walkers Prepper's Edition DLC Action Corrosive Studios LLCWaste Walkers Prepper's Edition DLC redpillgaming Action 2015 Corrosive Studios LLC
371390,Flix The Flea,Flix The Flea Action Psychotic PsoftwareFlix The Flea chidvd Action 2014 Psychotic Psoftware
371400,Downpour ,Downpour  Action Modesto A. RabenaDownpour  chidvd Action 2015 Modesto A. Rabena
371410,Hostile Dimension,Hostile Dimension Action Alrauna StudiosHostile Dimension chidvd Action 2015 Alrauna Studios
371420,Teddy Floppy Ear - The Race,Teddy Floppy Ear - The Race Indie Forever Entertainment S. A.Teddy Floppy Ear - The Race AMV72 Indie 2015 Forever Entertainment S. A.
371430,Space Grunts,Space Grunts Action OrangepixelSpace Grunts 76561198030021498 Action 2016 Orangepixel
371450,Awe,Awe Casual Badland Development StudioAwe 750805 Casual 2015 Badland Development Studio
371460,Gnumz: Masters of Defense,Gnumz: Masters of Defense Casual CreobitGnumz: Masters of Defense chidvd Casual 2015 Creobit
371500,Grey Cubes,Grey Cubes Action Deion MobileGrey Cubes chidvd Action 2015 Deion Mobile
371510,Gunnheim,Gunnheim Action SIEIDI LtdGunnheim 750805 Action 2015 SIEIDI Ltd
371520,Bounty Train,Bounty Train Indie Corbie GamesBounty Train 76561198038259400 Indie 2017 Corbie Games
371550,A Bastard's Tale,A Bastard's Tale Action No Pest ProductionsA Bastard's Tale chidvd Action 2015 No Pest Productions
371570,Tap Heroes,Tap Heroes Action VaragtPTap Heroes chidvd Action 2015 VaragtP
371620,SBX: Invasion,SBX: Invasion Action Jason CarterSBX: Invasion phrostb Action 2015 Jason Carter
371660,Far Cry Primal,Far Cry Primal Action UbisoftFar Cry Primal 76561198088944293 Action 2016 Ubisoft
371670,Rolling Sun,Rolling Sun Adventure Mystik'ArtRolling Sun maplemage Adventure 2015 Mystik'Art
371690,Pixel Space,Pixel Space Action a REGULAR GAMERPixel Space phrostb Action 2015 a REGULAR GAMER
371710,Age of Castles: Warlords,Age of Castles: Warlords Casual Anarchy EnterprisesAge of Castles: Warlords chidvd Casual 2015 Anarchy Enterprises
371790,Ramayana,Ramayana Adventure Rakesh MalikRamayana piepai Adventure 2015 Rakesh Malik
371850,Football Mogul 2014,"Football Mogul 2014 Casual Sports Mogul, Inc.Football Mogul 2014 chidvd Casual 2013 Sports Mogul, Inc."
371880,Collider,Collider Action Binary CocoaCollider chidvd Action 2016 Binary Cocoa
371890,Gunslugs,Gunslugs Action OrangepixelGunslugs phrostb Action 2015 Orangepixel
371900,Pillar,Pillar Adventure MichaelArtsPillar chidvd Adventure 2015 MichaelArts
371970,Barony,Barony Action Turning Wheel LLCBarony prettyhm02forawhiteguy Action 2015 Turning Wheel LLC
3720,Evil Genius,Evil Genius Strategy Elixir StudiosEvil Genius acorn13 Strategy 2004 Elixir Studios
372000,Tree of Savior (English Ver.),"Tree of Savior (English Ver.) Free to Play IMCGAMES Co.,Ltd.Tree of Savior (English Ver.) DJKamBer Free to Play 2016 IMCGAMES Co.,Ltd."
372030,Starship Rubicon,Starship Rubicon Action WickworksStarship Rubicon chidvd Action 2014 Wickworks
372060,DigiFish Aqua Real 2,DigiFish Aqua Real 2 Utilities Formosoft InternationalDigiFish Aqua Real 2 piepai Utilities 2015 Formosoft International
37210,Chocolatier: Decadence by Design,"Chocolatier: Decadence by Design Simulation Big Splash Games, LLCChocolatier: Decadence by Design pixeltom Simulation 2009 Big Splash Games, LLC"
372150,Yasai Ninja,Yasai Ninja Action Recotechnology S.L.Yasai Ninja chidvd Action 2015 Recotechnology S.L.
372190,Astro Lords: Oort Cloud,Astro Lords: Oort Cloud Free to Play Aratog LLCAstro Lords: Oort Cloud chidvd Free to Play 2016 Aratog LLC
37220,Cooking Dash,Cooking Dash Simulation Aliasworlds EntertainmentCooking Dash 76561197981203305 Simulation 2009 Aliasworlds Entertainment
372210,Spooky Cats,Spooky Cats Action RusspuppySpooky Cats chidvd Action 2015 Russpuppy
372260,Weird Park Trilogy,Weird Park Trilogy Adventure AlawarWeird Park Trilogy chidvd Adventure 2015 Alawar
37230,Diaper Dash,Diaper Dash Simulation ZemnottDiaper Dash 76561197981203305 Simulation 2009 Zemnott
372350,Tumbleweed Express,"Tumbleweed Express Action The Dirigiballers, LLCTumbleweed Express DeEggMeister Action 2016 The Dirigiballers, LLC"
372360,Tales of Symphonia,Tales of Symphonia RPG BANDAI NAMCO Entertainment Inc.Tales of Symphonia damayo RPG 2016 BANDAI NAMCO Entertainment Inc.
372380,Warriors & Castles,Warriors & Castles Action Estudio Raed WulfWarriors & Castles chidvd Action 2015 Estudio Raed Wulf
37240,Diner Dash: Hometown Hero,Diner Dash: Hometown Hero Simulation PlayFirstDiner Dash: Hometown Hero 76561197981203305 Simulation 2009 PlayFirst
372430,World Defense :  Fragmented Reality,World Defense :  Fragmented Reality Casual HobbisoftWorld Defense :  Fragmented Reality phrostb Casual 2016 Hobbisoft
372480,Spaceforce Rogue Universe HD,Spaceforce Rogue Universe HD RPG DreamatrixSpaceforce Rogue Universe HD phrostb RPG 2007 Dreamatrix
372490,GROOVY,GROOVY Action SGS TeamGROOVY chidvd Action 2016 SGS Team
372540,The Lost Mythologies,The Lost Mythologies Action Basaltic studioThe Lost Mythologies xfluttersx Action 2016 Basaltic studio
372560,Tanita: a plasticine dream,Tanita: a plasticine dream Adventure Trickster GamesTanita: a plasticine dream phrostb Adventure 2006 Trickster Games
372570,A Stroke of Fate: Operation Bunker,A Stroke of Fate: Operation Bunker Adventure Spline GamesA Stroke of Fate: Operation Bunker piepai Adventure 2009 Spline Games
372590,Grand Designer,Grand Designer Animation &amp; Modeling IgnishotGrand Designer SpiritOfDeath2 Animation &amp; Modeling 2016 Ignishot
37260,Emerald City Confidential,Emerald City Confidential Adventure Wadjet Eye GamesEmerald City Confidential 76561197981203305 Adventure 2009 Wadjet Eye Games
372690,Chiptune Champion,Chiptune Champion Casual Blake GarnerChiptune Champion UnfitMantella Casual 2016 Blake Garner
37270,Wandering Willows,Wandering Willows Adventure PlayFirstWandering Willows 76561197981203305 Adventure 2009 PlayFirst
372720,The Language Game,The Language Game Indie Tap To WinThe Language Game chidvd Indie 2015 Tap To Win
372750,Girl Amazon Survival,Girl Amazon Survival Action Kobra StudioGirl Amazon Survival phrostb Action 2016 Kobra Studio
372770,Floors of Discomfort,Floors of Discomfort Action Three Prong ProductionsFloors of Discomfort chidvd Action 2015 Three Prong Productions
37280,Wedding Dash 2: Rings Around the World,Wedding Dash 2: Rings Around the World Simulation SarbakanWedding Dash 2: Rings Around the World 76561197981203305 Simulation 2009 Sarbakan
372800,RPG MO,RPG MO Adventure MarxnetRPG MO ulramite Adventure 2015 Marxnet
372820,Shot In The Dark,Shot In The Dark Action Technomancy StudiosShot In The Dark chidvd Action 2015 Technomancy Studios
372830,Fitz the Fox,Fitz the Fox Action Bread Vision Studios LLC.Fitz the Fox chidvd Action 2015 Bread Vision Studios LLC.
37290,Zenerchi,Zenerchi Casual Red Rocket GamesZenerchi 76561197981203305 Casual 2009 Red Rocket Games
372930,New York Mysteries: Secrets of the Mafia,New York Mysteries: Secrets of the Mafia Adventure FIVE-BN GAMESNew York Mysteries: Secrets of the Mafia phrostb Adventure 2015 FIVE-BN GAMES
372940,Lost Lands: The Four Horsemen,Lost Lands: The Four Horsemen Adventure FIVE-BN GAMESLost Lands: The Four Horsemen phrostb Adventure 2015 FIVE-BN GAMES
372960,Robbery Bob: Man of Steal,Robbery Bob: Man of Steal Action Level Eight ABRobbery Bob: Man of Steal 76561198015968275 Action 2015 Level Eight AB
372970,Cash_Out,Cash_Out Action UntouchCash_Out phrostb Action 2015 Untouch
3730,Aliens versus Predator Classic 2000,Aliens versus Predator Classic 2000 Action RebellionAliens versus Predator Classic 2000 MarbleShrine Action 2000 Rebellion
37300,DinerTown Tycoon,DinerTown Tycoon Simulation PlayFirstDinerTown Tycoon 76561197981203305 Simulation 2009 PlayFirst
37310,DinerTown Detective Agency,DinerTown Detective Agency Casual Absolutist Ltd.DinerTown Detective Agency 76561197981203305 Casual 2009 Absolutist Ltd.
373120,Bernie Needs Love,Bernie Needs Love Action Protomni MultimediaBernie Needs Love chidvd Action 2015 Protomni Multimedia
373140,Grail to the Thief,Grail to the Thief Adventure For All To PlayGrail to the Thief chidvd Adventure 2014 For All To Play
373180,Kung Fury: Street Rage,Kung Fury: Street Rage Action Hello There ABKung Fury: Street Rage 750805 Action 2015 Hello There AB
37320,NightShift Code,NightShift Code Casual PlayFirstNightShift Code 76561197981203305 Casual 2008 PlayFirst
373240,Black Sails,Black Sails Adventure Deck13Black Sails chidvd Adventure 2015 Deck13
373290,Stones of Sorrow,Stones of Sorrow Action Rain PohlakStones of Sorrow chidvd Action 2015 Rain Pohlak
37330,NightShift Legacy,NightShift Legacy Casual PlayFirstNightShift Legacy 76561197981203305 Casual 2010 PlayFirst
373360,Cast of the Seven Godsends - Redux,Cast of the Seven Godsends - Redux Action Raven Travel StudiosCast of the Seven Godsends - Redux 76561198003056556 Action 2015 Raven Travel Studios
373390,Contradiction - the all-video murder mystery adventure,Contradiction - the all-video murder mystery adventure Adventure Baggy Cat LtdContradiction - the all-video murder mystery adventure phrostb Adventure 2015 Baggy Cat Ltd
37340,Fitness Dash,Fitness Dash Casual SarbakanFitness Dash 76561197981203305 Casual 2008 Sarbakan
373410,The Kindred,The Kindred Indie Persistent StudiosThe Kindred jefferyjefferson Indie 2016 Persistent Studios
373420,Divinity: Original Sin Enhanced Edition,Divinity: Original Sin Enhanced Edition Adventure Larian StudiosDivinity: Original Sin Enhanced Edition 76561198050347115 Adventure 2015 Larian Studios
373440,Stargazer,Stargazer RPG John WizardStargazer Nozomikat RPG 2015 John Wizard
373460,Fury Of The Gods,Fury Of The Gods Action Spectral GamesFury Of The Gods phrostb Action 2015 Spectral Games
373470,A Wizard's Lizard: Soul Thief,A Wizard's Lizard: Soul Thief Action Lost Decade GamesA Wizard's Lizard: Soul Thief sunstudios Action 2016 Lost Decade Games
373480,1993 Space Machine,1993 Space Machine Action Modesty1993 Space Machine maplemage Action 2016 Modesty
37360,Mahjong Roadshow,Mahjong Roadshow Casual PlayFirstMahjong Roadshow 76561197981203305 Casual 2007 PlayFirst
373600,Weapon of Choice,Weapon of Choice Action Mommy's Best GamesWeapon of Choice phrostb Action 2015 Mommy's Best Games
373610,Shoot 1UP,Shoot 1UP Action Mommy's Best GamesShoot 1UP phrostb Action 2015 Mommy's Best Games
373620,Explosionade,Explosionade Action Mommy's Best GamesExplosionade PiozZ Action 2015 Mommy's Best Games
373630,Game Type,Game Type Action Mommy's Best GamesGame Type phrostb Action 2015 Mommy's Best Games
373670,Arkhelom 3D,Arkhelom 3D Action DreamsSoftGamesArkhelom 3D chidvd Action 2015 DreamsSoftGames
37370,TriJinx,TriJinx Casual PlayFirstTriJinx UTNerd24 Casual 2007 PlayFirst
373720,Ryzom,Ryzom Free to Play Winch Gate Property LimitedRyzom 76561198083375450 Free to Play 2016 Winch Gate Property Limited
373730,Way of Gold and Steel,Way of Gold and Steel Indie Sergey BobrovWay of Gold and Steel chidvd Indie 2015 Sergey Bobrov
373750,DinoSystem,DinoSystem Action Capribyte StudiosDinoSystem phrostb Action 2015 Capribyte Studios
373770,LiEat,LiEat Indie △○□× (Miwashiba)LiEat xfluttersx Indie 2016 △○□× (Miwashiba)
37380,Valerie Porter,Valerie Porter Casual PlayFirstValerie Porter 76561197981203305 Casual 2009 PlayFirst
373800,Fantastic Pinball Thrills,"Fantastic Pinball Thrills Casual Fancy Bytes, ReactorFantastic Pinball Thrills chidvd Casual 2015 Fancy Bytes, Reactor"
373810,Hot Pinball Thrills,"Hot Pinball Thrills Casual Fancy Bytes, ReactorHot Pinball Thrills chidvd Casual 2015 Fancy Bytes, Reactor"
373820,Soccer Pinball Thrills,"Soccer Pinball Thrills Casual Fancy Bytes, ReactorSoccer Pinball Thrills chidvd Casual 2015 Fancy Bytes, Reactor"
373860,Apothecarium: The Renaissance of Evil - Premium Edition,Apothecarium: The Renaissance of Evil - Premium Edition Adventure Space Monkey InternationalApothecarium: The Renaissance of Evil - Premium Edition chidvd Adventure 2015 Space Monkey International
373870,Sister’s Secrecy: Arcanum Bloodlines - Premium Edition,Sister’s Secrecy: Arcanum Bloodlines - Premium Edition Adventure Space Monkey InternationalSister’s Secrecy: Arcanum Bloodlines - Premium Edition chidvd Adventure 2015 Space Monkey International
373880,Fleeting Ages,Fleeting Ages Action R&amp;G SoftwareFleeting Ages lordoftheguppies Action 2016 R&amp;G Software
37390,Gemini Lost,Gemini Lost Casual PlayFirstGemini Lost 76561197981203305 Casual 2009 PlayFirst
373970,Letter Quest: Grimm's Journey Remastered,Letter Quest: Grimm's Journey Remastered Casual Bacon Bandit GamesLetter Quest: Grimm's Journey Remastered acorn13 Casual 2015 Bacon Bandit Games
373990,Metrico+,Metrico+ Adventure Digital DreamsMetrico+ 76561198054796819 Adventure 2016 Digital Dreams
37400,"Time Gentlemen, Please!","Time Gentlemen, Please! Adventure Size Five GamesTime Gentlemen, Please! maplemage Adventure 2009 Size Five Games"
374010,Sherlock Holmes Consulting Detective: The Case of the Mummy’s Curse,Sherlock Holmes Consulting Detective: The Case of the Mummy’s Curse Adventure Zojoi StudiosSherlock Holmes Consulting Detective: The Case of the Mummy’s Curse phrostb Adventure 2015 Zojoi Studios
374040,Portal Knights,Portal Knights Action Keen GamesPortal Knights killbunny38 Action 2017 Keen Games
374050,Infinium Strike,Infinium Strike Action Codex WorldsInfinium Strike Steamified Action 2016 Codex Worlds
374060,Stairs,Stairs Action GreyLight EntertainmentStairs mutatedwombat Action 2015 GreyLight Entertainment
374080,Falcon,Falcon Simulation Spectrum HolobyteFalcon phrostb Simulation 1987 Spectrum Holobyte
374090,Winter Sports Trilogy Super Pack,Winter Sports Trilogy Super Pack Action 49 GamesWinter Sports Trilogy Super Pack chidvd Action 2007 49 Games
374230,Twin Robots,Twin Robots Action ThiniceTwin Robots piepai Action 2015 Thinice
374240,Eternal Step,Eternal Step Action Once More With GustoEternal Step chidvd Action 2015 Once More With Gusto
374320,DARK SOULS III,"DARK SOULS III Action FromSoftware, Inc.DARK SOULS III maplemage Action 2016 FromSoftware, Inc."
374400,VoiceBot,VoiceBot Utilities Binary Fortress SoftwareVoiceBot phrostb Utilities 2015 Binary Fortress Software
374410,TransPlan,TransPlan Casual Kittehface SoftwareTransPlan chidvd Casual 2015 Kittehface Software
374450,Cheats 4 Hire,Cheats 4 Hire Strategy Travian Games GmbHCheats 4 Hire lewisbigd Strategy 2015 Travian Games GmbH
374620,S.O.R.S,S.O.R.S Adventure Science: GamedS.O.R.S chidvd Adventure 2016 Science: Gamed
374630,Mactabilis,Mactabilis Action Blazing Bit GamesMactabilis phrostb Action 2011 Blazing Bit Games
374640,March of Industry,March of Industry Indie Archive EntertainmentMarch of Industry GungeonRighteer Indie 2015 Archive Entertainment
374660,Waste Walkers Resource Toolkit DLC,Waste Walkers Resource Toolkit DLC Action Corrosive Studios LLCWaste Walkers Resource Toolkit DLC redpillgaming Action 2015 Corrosive Studios LLC
374670,Ember Strike,Ember Strike Action Reentry GamesEmber Strike ii_voltage_ii Action 2016 Reentry Games
374830,Defend The Highlands,Defend The Highlands Indie Kilted CamelDefend The Highlands chidvd Indie 2015 Kilted Camel
374900,Agatha Christie - The ABC Murders,Agatha Christie - The ABC Murders Adventure Artefacts StudiosAgatha Christie - The ABC Murders phrostb Adventure 2016 Artefacts Studios
374950,ADventure Lib,ADventure Lib Adventure Fancy Fish GamesADventure Lib chidvd Adventure 2015 Fancy Fish Games
37500,Magnetis,Magnetis Indie YullabyMagnetis chidvd Indie 2009 Yullaby
375000,Icarus-X: Tides of Fire,Icarus-X: Tides of Fire Action The QuadsphereIcarus-X: Tides of Fire chidvd Action 2015 The Quadsphere
375010,Energy Balance,Energy Balance Casual Sometimes YouEnergy Balance chidvd Casual 2015 Sometimes You
375020,Al Emmo's Postcards from Anozira,Al Emmo's Postcards from Anozira Adventure Himalaya StudiosAl Emmo's Postcards from Anozira chidvd Adventure 2010 Himalaya Studios
375030,Korwin The Game,Korwin The Game Action Zbigniew OchmanKorwin The Game phrostb Action 2015 Zbigniew Ochman
375040,Death Tractor,Death Tractor Action Exato Game StudiosDeath Tractor chidvd Action 2015 Exato Game Studios
375090,The Eigengrau Menagerie,The Eigengrau Menagerie Action Ozzie SneddonThe Eigengrau Menagerie phrostb Action 2015 Ozzie Sneddon
375120,Super Star Path,Super Star Path Action DYA GamesSuper Star Path chidvd Action 2015 DYA Games
375130,Tin Star,Tin Star Indie Hosted GamesTin Star aligindahousebabykosha Indie 2014 Hosted Games
375170,Gunpowder,Gunpowder Action Rogue Rocket GamesGunpowder chidvd Action 2015 Rogue Rocket Games
375180,Lunch Truck Tycoon,"Lunch Truck Tycoon Indie Diggidy.net, LLCLunch Truck Tycoon Infixation Indie 2015 Diggidy.net, LLC"
375210,Unveil,Unveil Indie Particle StudiosUnveil 76561198032651953 Indie 2016 Particle Studios
375220,Bitweb,Bitweb Casual practicing01Bitweb chidvd Casual 2015 practicing01
375250,Pizza Express,Pizza Express Casual Onni InteractivePizza Express chidvd Casual 2015 Onni Interactive
375290,Superstatic,Superstatic Action Sleepy StudiosSuperstatic chidvd Action 2015 Sleepy Studios
375310,Mighty Switch Force! Hose It Down!,Mighty Switch Force! Hose It Down! Action WayForwardMighty Switch Force! Hose It Down! phrostb Action 2015 WayForward
375320,Colortone,Colortone Adventure Kirill KupryakhinColortone chidvd Adventure 2015 Kirill Kupryakhin
375330,Butsbal,Butsbal Action Xtase StudiosButsbal chidvd Action 2015 Xtase Studios
375420,The Architect,The Architect Indie Spooky StarThe Architect phrostb Indie 2015 Spooky Star
375430,The Logomancer,"The Logomancer Adventure Jeffrey Nordin,Justin NordinThe Logomancer chidvd Adventure 2015 Jeffrey Nordin,Justin Nordin"
375460,16bit Trader,16bit Trader Adventure Forever Entertainment S. A.16bit Trader EizanAratoFujimaki Adventure 2015 Forever Entertainment S. A.
375510,New kind of adventure,New kind of adventure Adventure Mint Age StudiosNew kind of adventure 76561198048353577 Adventure 2015 Mint Age Studios
375520,Taimumari,Taimumari Action TERNOXTaimumari xfluttersx Action 2015 TERNOX
375530,Football Tactics,Football Tactics Indie CreoteamFootball Tactics Steamified Indie 2015 Creoteam
375550,DungeonRift,DungeonRift Action RiftyGamesDungeonRift chidvd Action 2015 RiftyGames
375580,Three Days,"Three Days Adventure Lewis Bergin,GorePixelGamesThree Days chidvd Adventure 2017 Lewis Bergin,GorePixelGames"
375600,Air Brawl,Air Brawl Action LandfallAir Brawl CaptianAutismo Action 2015 Landfall
375620,CortexGear:AngryDroids,"CortexGear:AngryDroids Action JH12world,Jordan BenoitCortexGear:AngryDroids chidvd Action 2015 JH12world,Jordan Benoit"
375680,Apartment 666,Apartment 666 Action I Need PlayApartment 666 phrostb Action 2016 I Need Play
375710,The Adventures of Mr. Bobley,The Adventures of Mr. Bobley Adventure Jan ZizkaThe Adventures of Mr. Bobley chidvd Adventure 2015 Jan Zizka
375760,Volstead,Volstead Indie Carlos Vázquez OrdóñezVolstead chidvd Indie 2015 Carlos Vázquez Ordóñez
375770,Quantum Conscience,Quantum Conscience Adventure Woodsy StudioQuantum Conscience chidvd Adventure 2014 Woodsy Studio
375790,Build 'n Bump,Build 'n Bump Action Roppy Chop StudiosBuild 'n Bump chidvd Action 2015 Roppy Chop Studios
375820,Human Resource Machine,Human Resource Machine Casual Tomorrow CorporationHuman Resource Machine xfluttersx Casual 2015 Tomorrow Corporation
375840,Rytmik Ultimate,"Rytmik Ultimate Audio Production CINEMAX, s.r.o.Rytmik Ultimate phrostb Audio Production 2015 CINEMAX, s.r.o."
