user_id,user_url,funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
76561198058904881,http://steamcommunity.com/profiles/76561198058904881,1 person found this review funny,Posted January 27.,,377160,1 of 3 people (33%) found this review helpful,True,0
76561198071695696,http://steamcommunity.com/profiles/76561198071695696,1 person found this review funny,"Posted January 20, 2015.",,295110,4 of 7 people (57%) found this review helpful,True,2
76561198069411847,http://steamcommunity.com/profiles/76561198069411847,1 person found this review funny,"Posted December 10, 2014.",,230410,2 of 2 people (100%) found this review helpful,True,0
76561198069411847,http://steamcommunity.com/profiles/76561198069411847,1 person found this review funny,Posted May 23.,,311690,1 of 1 people (100%) found this review helpful,True,1
76561198010399847,http://steamcommunity.com/profiles/76561198010399847,8 people found this review funny,"Posted January 17, 2015.",,251570,4 of 5 people (80%) found this review helpful,True,2
4_5C12U13,http://steamcommunity.com/id/4_5C12U13,1 person found this review funny,"Posted January 26, 2015.",,313120,1 of 1 people (100%) found this review helpful,True,1
CookedTuna,http://steamcommunity.com/id/CookedTuna,33 people found this review funny,Posted March 8.,Last edited March 9.,365590,360 of 660 people (55%) found this review helpful,False,0
CookedTuna,http://steamcommunity.com/id/CookedTuna,1 person found this review funny,"Posted September 3, 2015.",,4000,1 of 1 people (100%) found this review helpful,True,1
CookedTuna,http://steamcommunity.com/id/CookedTuna,1 person found this review funny,"Posted July 6, 2015.","Last edited July 7, 2015.",227940,2 of 4 people (50%) found this review helpful,True,2
tomdabomb115,http://steamcommunity.com/id/tomdabomb115,1 person found this review funny,Posted May 27.,,301520,9 of 9 people (100%) found this review helpful,False,2
cooldbzsaiyan,http://steamcommunity.com/id/cooldbzsaiyan,2 people found this review funny,Posted February 6.,,331600,5 of 6 people (83%) found this review helpful,True,2
cooldbzsaiyan,http://steamcommunity.com/id/cooldbzsaiyan,1 person found this review funny,Posted January 30.,,72850,2 of 3 people (67%) found this review helpful,True,0
cooliecan,http://steamcommunity.com/id/cooliecan,2 people found this review funny,Posted February 5.,,332500,2 of 5 people (40%) found this review helpful,False,1
CorsairCrossley,http://steamcommunity.com/id/CorsairCrossley,1 person found this review funny,"Posted March 27, 2015.","Last edited December 1, 2015.",105600,No ratings yet,True,2
76561198062450095,http://steamcommunity.com/profiles/76561198062450095,1 person found this review funny,"Posted October 23, 2015.",,570,1 of 2 people (50%) found this review helpful,True,2
76561198069644041,http://steamcommunity.com/profiles/76561198069644041,1 person found this review funny,"Posted December 3, 2013.",,218230,3 of 4 people (75%) found this review helpful,True,1
CowOnWeed,http://steamcommunity.com/id/CowOnWeed,2 people found this review funny,"Posted August 1, 2015.",,346900,1 of 1 people (100%) found this review helpful,True,1
76561198072436582,http://steamcommunity.com/profiles/76561198072436582,1 person found this review funny,"Posted September 30, 2015.",,210770,4 of 10 people (40%) found this review helpful,False,1
Cyber_Z0,http://steamcommunity.com/id/Cyber_Z0,1 person found this review funny,"Posted December 15, 2015.",,417860,2 of 2 people (100%) found this review helpful,True,0
Crailik,http://steamcommunity.com/id/Crailik,1 person found this review funny,Posted March 27.,,271590,1 of 2 people (50%) found this review helpful,True,2
Crailik,http://steamcommunity.com/id/Crailik,1 person found this review funny,Posted March 10.,Last edited September 9.,730,No ratings yet,True,2
76561198025475753,http://steamcommunity.com/profiles/76561198025475753,2 people found this review funny,"Posted July 9, 2015.",,359320,2 of 6 people (33%) found this review helpful,True,1
CrazedGamingSteam,http://steamcommunity.com/id/CrazedGamingSteam,1 person found this review funny,Posted April 30.,,390670,6 of 12 people (50%) found this review helpful,True,2
76561198101738657,http://steamcommunity.com/profiles/76561198101738657,3 people found this review funny,"Posted June 14, 2015.",,278970,11 of 14 people (79%) found this review helpful,False,1
76561198069821673,http://steamcommunity.com/profiles/76561198069821673,1 person found this review funny,Posted April 19.,,407530,No ratings yet,True,1
76561198073897919,http://steamcommunity.com/profiles/76561198073897919,2 people found this review funny,Posted January 13.,,49520,2 of 2 people (100%) found this review helpful,True,1
76561198073897919,http://steamcommunity.com/profiles/76561198073897919,1 person found this review funny,"Posted December 17, 2015.",,200710,1 of 1 people (100%) found this review helpful,True,1
76561198078052595,http://steamcommunity.com/profiles/76561198078052595,4 people found this review funny,"Posted December 18, 2014.",,219103,7 of 11 people (64%) found this review helpful,True,2
CriticalTiming,http://steamcommunity.com/id/CriticalTiming,354 people found this review funny,"Posted November 14, 2014.",,207610,498 of 582 people (86%) found this review helpful,True,2
76561198028908163,http://steamcommunity.com/profiles/76561198028908163,1 person found this review funny,Posted June 25.,,241910,1 of 2 people (50%) found this review helpful,True,2
crnza,http://steamcommunity.com/id/crnza,1 person found this review funny,"Posted December 2, 2014.",,228380,No ratings yet,True,2
crnza,http://steamcommunity.com/id/crnza,1 person found this review funny,"Posted December 24, 2013.","Last edited February 22, 2014.",232910,No ratings yet,True,1
chromixprowl,http://steamcommunity.com/id/chromixprowl,2 people found this review funny,"Posted December 13, 2015.",,271290,2 of 5 people (40%) found this review helpful,False,0
chromixprowl,http://steamcommunity.com/id/chromixprowl,1 person found this review funny,Posted June 28.,,222880,No ratings yet,True,0
I_Am_Krazy_For_ApplePie,http://steamcommunity.com/id/I_Am_Krazy_For_ApplePie,1 person found this review funny,Posted May 1.,,319630,15 of 19 people (79%) found this review helpful,True,2
76561198023152575,http://steamcommunity.com/profiles/76561198023152575,1 person found this review funny,"Posted August 27, 2015.","Last edited August 27, 2015.",384020,22 of 42 people (52%) found this review helpful,False,1
guess-ill-see-you-in-hell,http://steamcommunity.com/id/guess-ill-see-you-in-hell,2 people found this review funny,Posted June 4.,,346010,3 of 3 people (100%) found this review helpful,True,1
OptioMajoris,http://steamcommunity.com/id/OptioMajoris,1 person found this review funny,"Posted September 29, 2015.","Last edited September 29, 2015.",348470,7 of 15 people (47%) found this review helpful,True,2
absolutelyNobody,http://steamcommunity.com/id/absolutelyNobody,1 person found this review funny,Posted June 25.,,221910,1 of 3 people (33%) found this review helpful,True,2
johnvu3,http://steamcommunity.com/id/johnvu3,3 people found this review funny,"Posted September 13, 2015.","Last edited September 13, 2015.",359050,4 of 5 people (80%) found this review helpful,True,0
76561198086857424,http://steamcommunity.com/profiles/76561198086857424,1 person found this review funny,"Posted September 11, 2015.",,730,0 of 1 people (0%) found this review helpful,False,0
76561198086857424,http://steamcommunity.com/profiles/76561198086857424,1 person found this review funny,"Posted October 19, 2015.",,304050,No ratings yet,False,1
D3LTAS-L1GHT,http://steamcommunity.com/id/D3LTAS-L1GHT,1 person found this review funny,Posted April 30.,,322330,2 of 3 people (67%) found this review helpful,True,1
EthanDennisMcKormick,http://steamcommunity.com/id/EthanDennisMcKormick,1 person found this review funny,"Posted January 25, 2014.","Last edited March 11, 2015.",550,4 of 4 people (100%) found this review helpful,True,2
EthanDennisMcKormick,http://steamcommunity.com/id/EthanDennisMcKormick,1 person found this review funny,"Posted October 7, 2013.","Last edited March 11, 2015.",440,1 of 1 people (100%) found this review helpful,True,2
dacslc,http://steamcommunity.com/id/dacslc,3 people found this review funny,Posted April 25.,,331160,16 of 22 people (73%) found this review helpful,True,1
FlNALIZE,http://steamcommunity.com/id/FlNALIZE,1 person found this review funny,Posted June 9.,,304930,1 of 3 people (33%) found this review helpful,False,1
76561198025343046,http://steamcommunity.com/profiles/76561198025343046,128 people found this review funny,"Posted January 12, 2015.",,6000,115 of 136 people (85%) found this review helpful,True,1
ytCremzy,http://steamcommunity.com/id/ytCremzy,2 people found this review funny,Posted June 11.,,730,1 of 2 people (50%) found this review helpful,True,2
76561197996744185,http://steamcommunity.com/profiles/76561197996744185,1 person found this review funny,"Posted January 18, 2015.",,269730,5 of 7 people (71%) found this review helpful,True,2
76561197996744185,http://steamcommunity.com/profiles/76561197996744185,1 person found this review funny,"Posted April 19, 2014.",,232430,2 of 5 people (40%) found this review helpful,False,1
76561198099488712,http://steamcommunity.com/profiles/76561198099488712,9 people found this review funny,Posted February 15.,,205710,5 of 9 people (56%) found this review helpful,True,2
76561198099488712,http://steamcommunity.com/profiles/76561198099488712,1 person found this review funny,Posted May 2.,,236510,2 of 7 people (29%) found this review helpful,False,0
AdamRE6,http://steamcommunity.com/id/AdamRE6,1 person found this review funny,"Posted May 23, 2015.",,241640,1 of 3 people (33%) found this review helpful,False,2
keptiin,http://steamcommunity.com/id/keptiin,1 person found this review funny,"Posted November 24, 2015.",,391540,2 of 3 people (67%) found this review helpful,True,2
76561198057950387,http://steamcommunity.com/profiles/76561198057950387,3 people found this review funny,"Posted September 7, 2015.",,292030,1 of 1 people (100%) found this review helpful,True,2
ChronicHazard,http://steamcommunity.com/id/ChronicHazard,1 person found this review funny,"Posted April 7, 2015.",,314160,No ratings yet,True,0
Dabeh,http://steamcommunity.com/id/Dabeh,1 person found this review funny,"Posted May 5, 2015.",,1520,2 of 3 people (67%) found this review helpful,True,2
76561198069618446,http://steamcommunity.com/profiles/76561198069618446,11 people found this review funny,Posted March 22.,,455490,19 of 68 people (28%) found this review helpful,True,2
dandeloinz,http://steamcommunity.com/id/dandeloinz,2 people found this review funny,"Posted June 20, 2014.",Last edited May 8.,570,1 of 1 people (100%) found this review helpful,True,1
76561198016761464,http://steamcommunity.com/profiles/76561198016761464,1 person found this review funny,"Posted December 19, 2014.","Last edited May 5, 2015.",209080,1 of 2 people (50%) found this review helpful,True,2
76561198016761464,http://steamcommunity.com/profiles/76561198016761464,1 person found this review funny,"Posted November 26, 2014.",,226700,1 of 2 people (50%) found this review helpful,False,0
76561198016761464,http://steamcommunity.com/profiles/76561198016761464,1 person found this review funny,"Posted April 2, 2013.","Last edited May 5, 2015.",440,1 of 2 people (50%) found this review helpful,True,2
76561198016761464,http://steamcommunity.com/profiles/76561198016761464,2 people found this review funny,"Posted May 5, 2015.",,282070,1 of 3 people (33%) found this review helpful,True,0
76561198016761464,http://steamcommunity.com/profiles/76561198016761464,3 people found this review funny,Posted July 25.,,480631,2 of 99 people (2%) found this review helpful,True,1
fivetwothreesevenfive,http://steamcommunity.com/id/fivetwothreesevenfive,1 person found this review funny,Posted July 3.,,202970,0 of 2 people (0%) found this review helpful,False,0
cetrox,http://steamcommunity.com/id/cetrox,3 people found this review funny,"Posted July 27, 2015.",,269210,3 of 3 people (100%) found this review helpful,True,2
cetrox,http://steamcommunity.com/id/cetrox,1 person found this review funny,"Posted August 2, 2014.",,304930,1 of 1 people (100%) found this review helpful,True,2
76561198050553497,http://steamcommunity.com/profiles/76561198050553497,1 person found this review funny,"Posted July 7, 2014.",,440,3 of 3 people (100%) found this review helpful,True,2
NXJUPTUS,http://steamcommunity.com/id/NXJUPTUS,3 people found this review funny,Posted May 29.,,292030,5 of 6 people (83%) found this review helpful,True,0
76561198054531573,http://steamcommunity.com/profiles/76561198054531573,1 person found this review funny,Posted July 8.,,404010,4 of 7 people (57%) found this review helpful,False,1
76561198234911980,http://steamcommunity.com/profiles/76561198234911980,2 people found this review funny,"Posted June 30, 2015.",,335800,4 of 7 people (57%) found this review helpful,True,2
dokutora,http://steamcommunity.com/id/dokutora,13 people found this review funny,Posted May 16.,,72850,2 of 9 people (22%) found this review helpful,False,1
danmarcantonio,http://steamcommunity.com/id/danmarcantonio,1 person found this review funny,"Posted June 3, 2014.",,263440,2 of 6 people (33%) found this review helpful,True,2
iLaGGaH,http://steamcommunity.com/id/iLaGGaH,1 person found this review funny,Posted August 25.,,381210,0 of 1 people (0%) found this review helpful,False,0
danthettt,http://steamcommunity.com/id/danthettt,2 people found this review funny,"Posted July 29, 2014.","Last edited March 12, 2015.",221100,5 of 5 people (100%) found this review helpful,True,1
76561198006158702,http://steamcommunity.com/profiles/76561198006158702,1 person found this review funny,"Posted February 2, 2015.",,10220,3 of 6 people (50%) found this review helpful,False,0
Darkfuji,http://steamcommunity.com/id/Darkfuji,2 people found this review funny,"Posted March 31, 2015.",,346900,15 of 35 people (43%) found this review helpful,False,1
eliteboy,http://steamcommunity.com/id/eliteboy,1 person found this review funny,Posted January 22.,,221100,6 of 8 people (75%) found this review helpful,False,1
76561198051255089,http://steamcommunity.com/profiles/76561198051255089,1 person found this review funny,"Posted July 10, 2014.",,48700,No ratings yet,True,1
theofficiald4rk,http://steamcommunity.com/id/theofficiald4rk,1 person found this review funny,"Posted October 25, 2015.",,235540,3 of 8 people (38%) found this review helpful,False,1
76561198017659661,http://steamcommunity.com/profiles/76561198017659661,1 person found this review funny,Posted August 3.,,498240,0 of 1 people (0%) found this review helpful,True,2
76561198017659661,http://steamcommunity.com/profiles/76561198017659661,1 person found this review funny,Posted April 12.,,374320,0 of 2 people (0%) found this review helpful,True,2
Aragnum,http://steamcommunity.com/id/Aragnum,1 person found this review funny,"Posted December 12, 2015.",,407510,2 of 5 people (40%) found this review helpful,True,2
76561197976984468,http://steamcommunity.com/profiles/76561197976984468,2 people found this review funny,"Posted April 26, 2015.",,285160,31 of 40 people (78%) found this review helpful,False,1
76561198087170428,http://steamcommunity.com/profiles/76561198087170428,1 person found this review funny,"Posted December 25, 2014.",,206420,1 of 3 people (33%) found this review helpful,True,2
76561198075900533,http://steamcommunity.com/profiles/76561198075900533,3 people found this review funny,"Posted August 6, 2015.",,344040,5 of 6 people (83%) found this review helpful,False,1
76561198075900533,http://steamcommunity.com/profiles/76561198075900533,1 person found this review funny,"Posted August 12, 2015.",,383080,No ratings yet,True,1
76561198092971472,http://steamcommunity.com/profiles/76561198092971472,2 people found this review funny,Posted April 28.,,323470,1 of 4 people (25%) found this review helpful,True,2
scoutcrap1,http://steamcommunity.com/id/scoutcrap1,1 person found this review funny,Posted June 4.,,113400,1 of 1 people (100%) found this review helpful,True,1
flynnnz,http://steamcommunity.com/id/flynnnz,4 people found this review funny,Posted July 8.,,273350,1 of 3 people (33%) found this review helpful,True,1
dickspitarm,http://steamcommunity.com/id/dickspitarm,396 people found this review funny,"Posted June 21, 2015.",,730,401 of 606 people (66%) found this review helpful,False,0
dickspitarm,http://steamcommunity.com/id/dickspitarm,5 people found this review funny,"Posted September 26, 2015.",,403740,6 of 30 people (20%) found this review helpful,True,1
DAT_BOl,http://steamcommunity.com/id/DAT_BOl,4 people found this review funny,"Posted July 10, 2015.",,252950,9 of 11 people (82%) found this review helpful,True,2
76561197972059969,http://steamcommunity.com/profiles/76561197972059969,167 people found this review funny,Posted May 31.,,42700,111 of 138 people (80%) found this review helpful,True,0
DavidDoDecree,http://steamcommunity.com/id/DavidDoDecree,1 person found this review funny,"Posted July 24, 2015.",,238430,9 of 13 people (69%) found this review helpful,False,2
76561198031394484,http://steamcommunity.com/profiles/76561198031394484,1 person found this review funny,Posted August 24.,,337000,0 of 2 people (0%) found this review helpful,True,2
Lotte88,http://steamcommunity.com/id/Lotte88,1 person found this review funny,"Posted September 19, 2014.",,730,1 of 1 people (100%) found this review helpful,True,1
76561198023971448,http://steamcommunity.com/profiles/76561198023971448,1 person found this review funny,"Posted March 28, 2014.","Last edited October 30, 2015.",226700,1 of 1 people (100%) found this review helpful,True,2
76561198023971448,http://steamcommunity.com/profiles/76561198023971448,3 people found this review funny,"Posted March 16, 2015.",,255420,1 of 2 people (50%) found this review helpful,False,1
DazzaMH,http://steamcommunity.com/id/DazzaMH,1 person found this review funny,"Posted October 21, 2015.",,318430,1 of 1 people (100%) found this review helpful,True,1
DazzaMH,http://steamcommunity.com/id/DazzaMH,1 person found this review funny,"Posted December 13, 2013.",,219150,1 of 1 people (100%) found this review helpful,True,2
DazzaMH,http://steamcommunity.com/id/DazzaMH,1 person found this review funny,"Posted May 12, 2015.","Last edited May 12, 2015.",304930,No ratings yet,True,2
DazzaLCFC,http://steamcommunity.com/id/DazzaLCFC,1 person found this review funny,"Posted January 19, 2015.",,302510,6 of 6 people (100%) found this review helpful,True,1
DazzaLCFC,http://steamcommunity.com/id/DazzaLCFC,2 people found this review funny,"Posted January 19, 2015.","Last edited April 26, 2015.",72850,2 of 2 people (100%) found this review helpful,False,1
76561198078267210,http://steamcommunity.com/profiles/76561198078267210,1 person found this review funny,"Posted July 2, 2015.",,440,2 of 4 people (50%) found this review helpful,True,1
DBZfreakMBB,http://steamcommunity.com/id/DBZfreakMBB,1 person found this review funny,Posted August 13.,Last edited August 14.,275850,3 of 4 people (75%) found this review helpful,False,1
deadlyUK,http://steamcommunity.com/id/deadlyUK,1 person found this review funny,Posted March 12.,,263980,4 of 5 people (80%) found this review helpful,True,2
deadlyUK,http://steamcommunity.com/id/deadlyUK,2 people found this review funny,"Posted June 27, 2014.",,65790,0 of 10 people (0%) found this review helpful,False,0
AZA1498,http://steamcommunity.com/id/AZA1498,1 person found this review funny,"Posted March 4, 2015.",Last edited March 3.,239140,2 of 3 people (67%) found this review helpful,True,2
AZA1498,http://steamcommunity.com/id/AZA1498,1 person found this review funny,"Posted June 13, 2015.",,334772,1 of 3 people (33%) found this review helpful,True,2
76561197971860091,http://steamcommunity.com/profiles/76561197971860091,5 people found this review funny,"Posted November 1, 2014.",,306620,21 of 40 people (53%) found this review helpful,False,1
Punpun420,http://steamcommunity.com/id/Punpun420,49 people found this review funny,Posted July 30.,,420110,36 of 39 people (92%) found this review helpful,True,2
Punpun420,http://steamcommunity.com/id/Punpun420,5 people found this review funny,Posted July 30.,Last edited August 1.,333600,2 of 2 people (100%) found this review helpful,True,0
76561198091563407,http://steamcommunity.com/profiles/76561198091563407,2 people found this review funny,"Posted October 7, 2015.",,335240,1 of 2 people (50%) found this review helpful,True,1
76561198077262819,http://steamcommunity.com/profiles/76561198077262819,1 person found this review funny,Posted June 25.,,261640,2 of 3 people (67%) found this review helpful,True,2
76561198077262819,http://steamcommunity.com/profiles/76561198077262819,2 people found this review funny,"Posted May 5, 2015.",,17080,2 of 3 people (67%) found this review helpful,True,1
GabenRulesSteam,http://steamcommunity.com/id/GabenRulesSteam,1 person found this review funny,"Posted February 25, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
76561198061749731,http://steamcommunity.com/profiles/76561198061749731,1 person found this review funny,Posted January 30.,,372540,No ratings yet,True,2
KamuKambing,http://steamcommunity.com/id/KamuKambing,2 people found this review funny,Posted January 1.,,570,3 of 6 people (50%) found this review helpful,False,2
derplaymc,http://steamcommunity.com/id/derplaymc,1 person found this review funny,"Posted December 4, 2015.",,218620,2 of 6 people (33%) found this review helpful,True,0
76561198069139035,http://steamcommunity.com/profiles/76561198069139035,2 people found this review funny,"Posted February 23, 2015.",,6020,3 of 4 people (75%) found this review helpful,True,1
76561198069139035,http://steamcommunity.com/profiles/76561198069139035,1 person found this review funny,Posted February 22.,,70,No ratings yet,False,2
h8trsRb8trs,http://steamcommunity.com/id/h8trsRb8trs,3 people found this review funny,"Posted June 20, 2015.",,730,2 of 2 people (100%) found this review helpful,True,1
h8trsRb8trs,http://steamcommunity.com/id/h8trsRb8trs,2 people found this review funny,"Posted July 30, 2015.",,252950,3 of 4 people (75%) found this review helpful,True,2
kierensimpson,http://steamcommunity.com/id/kierensimpson,59 people found this review funny,"Posted October 30, 2015.",,401920,47 of 90 people (52%) found this review helpful,True,1
Destero,http://steamcommunity.com/id/Destero,4 people found this review funny,"Posted December 12, 2015.","Last edited December 12, 2015.",227940,44 of 73 people (60%) found this review helpful,False,2
detailmovie,http://steamcommunity.com/id/detailmovie,1 person found this review funny,"Posted October 31, 2015.",,287290,3 of 7 people (43%) found this review helpful,True,1
detailmovie,http://steamcommunity.com/id/detailmovie,5 people found this review funny,"Posted December 24, 2015.",,364050,4 of 10 people (40%) found this review helpful,False,2
detailmovie,http://steamcommunity.com/id/detailmovie,2 people found this review funny,"Posted December 23, 2015.",,222880,9 of 23 people (39%) found this review helpful,False,1
76561198063074670,http://steamcommunity.com/profiles/76561198063074670,5 people found this review funny,"Posted February 15, 2015.",,730,3 of 3 people (100%) found this review helpful,True,0
76561198076708943,http://steamcommunity.com/profiles/76561198076708943,1 person found this review funny,"Posted January 20, 2015.",,305260,0 of 1 people (0%) found this review helpful,False,0
BuffinMutton,http://steamcommunity.com/id/BuffinMutton,1 person found this review funny,"Posted June 30, 2015.",,271590,1 of 2 people (50%) found this review helpful,True,1
76561198084360124,http://steamcommunity.com/profiles/76561198084360124,1 person found this review funny,"Posted May 14, 2015.",,730,3 of 3 people (100%) found this review helpful,True,0
DeZire26,http://steamcommunity.com/id/DeZire26,3 people found this review funny,Posted September 2.,,233450,0 of 1 people (0%) found this review helpful,True,1
Aika2013,http://steamcommunity.com/id/Aika2013,1 person found this review funny,Posted June 20.,,359550,1 of 1 people (100%) found this review helpful,True,2
Aika2013,http://steamcommunity.com/id/Aika2013,1 person found this review funny,"Posted August 30, 2015.",,307780,1 of 1 people (100%) found this review helpful,True,2
Aika2013,http://steamcommunity.com/id/Aika2013,2 people found this review funny,"Posted July 6, 2015.",,346110,2 of 3 people (67%) found this review helpful,True,2
Aika2013,http://steamcommunity.com/id/Aika2013,2 people found this review funny,"Posted June 20, 2015.",,295110,7 of 14 people (50%) found this review helpful,False,0
therealmrandersen,http://steamcommunity.com/id/therealmrandersen,1 person found this review funny,"Posted February 16, 2015.",,218620,2 of 2 people (100%) found this review helpful,True,1
76561198055773402,http://steamcommunity.com/profiles/76561198055773402,1 person found this review funny,"Posted October 6, 2015.",,366890,1 of 3 people (33%) found this review helpful,False,1
76561198055773402,http://steamcommunity.com/profiles/76561198055773402,1 person found this review funny,"Posted September 8, 2014.",,8870,0 of 2 people (0%) found this review helpful,True,1
76561198122280156,http://steamcommunity.com/profiles/76561198122280156,1 person found this review funny,"Posted August 15, 2015.",,263760,1 of 1 people (100%) found this review helpful,True,0
76561198122280156,http://steamcommunity.com/profiles/76561198122280156,1 person found this review funny,Posted February 1.,,304930,0 of 1 people (0%) found this review helpful,True,2
76561198057988695,http://steamcommunity.com/profiles/76561198057988695,1 person found this review funny,"Posted September 20, 2015.",,386360,1 of 1 people (100%) found this review helpful,True,2
76561198147557097,http://steamcommunity.com/profiles/76561198147557097,8 people found this review funny,"Posted February 24, 2015.",,212893,2 of 20 people (10%) found this review helpful,True,1
Potatoesarekool,http://steamcommunity.com/id/Potatoesarekool,1 person found this review funny,"Posted June 7, 2014.",,263540,No ratings yet,True,2
dipsmash,http://steamcommunity.com/id/dipsmash,1 person found this review funny,"Posted September 27, 2015.",,315880,10 of 10 people (100%) found this review helpful,False,2
comcozzolino01,http://steamcommunity.com/id/comcozzolino01,3 people found this review funny,"Posted June 9, 2015.","Last edited July 27, 2015.",249380,28 of 47 people (60%) found this review helpful,False,0
comcozzolino01,http://steamcommunity.com/id/comcozzolino01,3 people found this review funny,"Posted July 5, 2015.",,365670,2 of 3 people (67%) found this review helpful,True,0
comcozzolino01,http://steamcommunity.com/id/comcozzolino01,4 people found this review funny,"Posted February 4, 2015.","Last edited February 9, 2015.",32500,4 of 9 people (44%) found this review helpful,False,1
comcozzolino01,http://steamcommunity.com/id/comcozzolino01,5 people found this review funny,"Posted November 30, 2015.",,225540,55 of 113 people (49%) found this review helpful,False,0
protodan2001,http://steamcommunity.com/id/protodan2001,1 person found this review funny,"Posted October 6, 2014.",,323500,0 of 8 people (0%) found this review helpful,True,2
WAIIIII,http://steamcommunity.com/id/WAIIIII,1 person found this review funny,"Posted July 8, 2014.",,440,1 of 1 people (100%) found this review helpful,True,1
WAIIIII,http://steamcommunity.com/id/WAIIIII,1 person found this review funny,Posted September 2.,,218620,No ratings yet,True,2
UCNz1EtRDfxU2pfbccI_HFxw,http://steamcommunity.com/id/UCNz1EtRDfxU2pfbccI_HFxw,67 people found this review funny,"Posted September 29, 2014.",,34330,105 of 139 people (76%) found this review helpful,True,0
UCNz1EtRDfxU2pfbccI_HFxw,http://steamcommunity.com/id/UCNz1EtRDfxU2pfbccI_HFxw,1 person found this review funny,"Posted August 6, 2014.",,304930,2 of 2 people (100%) found this review helpful,True,1
UCNz1EtRDfxU2pfbccI_HFxw,http://steamcommunity.com/id/UCNz1EtRDfxU2pfbccI_HFxw,4 people found this review funny,Posted May 28.,,364360,6 of 10 people (60%) found this review helpful,True,1
UCNz1EtRDfxU2pfbccI_HFxw,http://steamcommunity.com/id/UCNz1EtRDfxU2pfbccI_HFxw,2 people found this review funny,Posted June 28.,,214950,2 of 3 people (67%) found this review helpful,True,1
76561198040016388,http://steamcommunity.com/profiles/76561198040016388,1 person found this review funny,"Posted November 29, 2013.",,8500,No ratings yet,True,1
76561198052054864,http://steamcommunity.com/profiles/76561198052054864,1 person found this review funny,"Posted April 28, 2015.",,359800,6 of 20 people (30%) found this review helpful,False,1
76561198052054864,http://steamcommunity.com/profiles/76561198052054864,1 person found this review funny,"Posted February 5, 2015.","Last edited February 5, 2015.",3700,7 of 25 people (28%) found this review helpful,False,1
76561198052054864,http://steamcommunity.com/profiles/76561198052054864,2 people found this review funny,Posted July 2.,,488280,2 of 17 people (12%) found this review helpful,False,1
76561198052054864,http://steamcommunity.com/profiles/76561198052054864,3 people found this review funny,Posted June 5.,,233250,4 of 22 people (18%) found this review helpful,False,1
76561198052054864,http://steamcommunity.com/profiles/76561198052054864,2 people found this review funny,Posted April 28.,,434570,6 of 39 people (15%) found this review helpful,False,1
76561198017444547,http://steamcommunity.com/profiles/76561198017444547,1 person found this review funny,Posted September 6.,,275850,6 of 6 people (100%) found this review helpful,False,2
Djangod,http://steamcommunity.com/id/Djangod,1 person found this review funny,"Posted June 23, 2015.",,20,2 of 2 people (100%) found this review helpful,True,1
76561198117221258,http://steamcommunity.com/profiles/76561198117221258,1 person found this review funny,Posted January 24.,,311210,1 of 2 people (50%) found this review helpful,True,2
deejmyster,http://steamcommunity.com/id/deejmyster,1 person found this review funny,Posted April 23.,,265630,4 of 14 people (29%) found this review helpful,False,0
76561198065642603,http://steamcommunity.com/profiles/76561198065642603,1 person found this review funny,"Posted July 10, 2015.",,230410,No ratings yet,True,1
dodecadumpling,http://steamcommunity.com/id/dodecadumpling,1 person found this review funny,"Posted December 6, 2014.",Last edited June 11.,257830,4 of 11 people (36%) found this review helpful,False,1
DEXXTERITY,http://steamcommunity.com/id/DEXXTERITY,2 people found this review funny,Posted February 26.,,322500,0 of 1 people (0%) found this review helpful,True,2
sandw1ch,http://steamcommunity.com/id/sandw1ch,1 person found this review funny,Posted February 26.,,322500,0 of 1 people (0%) found this review helpful,True,1
woooooooollen,http://steamcommunity.com/id/woooooooollen,162 people found this review funny,"Posted April 3, 2015.",,267600,186 of 256 people (73%) found this review helpful,False,1
76561198138706724,http://steamcommunity.com/profiles/76561198138706724,1 person found this review funny,"Posted August 19, 2015.",,730,1 of 1 people (100%) found this review helpful,True,1
Dom2364,http://steamcommunity.com/id/Dom2364,2 people found this review funny,"Posted March 1, 2014.",,242820,3 of 3 people (100%) found this review helpful,True,0
Dom2364,http://steamcommunity.com/id/Dom2364,1 person found this review funny,"Posted March 1, 2014.",,4000,2 of 2 people (100%) found this review helpful,True,0
Dom2364,http://steamcommunity.com/id/Dom2364,1 person found this review funny,"Posted February 7, 2014.",,440,2 of 3 people (67%) found this review helpful,True,1
76561198082095798,http://steamcommunity.com/profiles/76561198082095798,2 people found this review funny,"Posted December 20, 2015.",,570,1 of 2 people (50%) found this review helpful,True,2
donkeyduk01,http://steamcommunity.com/id/donkeyduk01,37 people found this review funny,Posted August 12.,,411960,52 of 64 people (81%) found this review helpful,True,2
trophywife,http://steamcommunity.com/id/trophywife,11 people found this review funny,"Posted December 27, 2014.",,3390,48 of 57 people (84%) found this review helpful,True,1
trophywife,http://steamcommunity.com/id/trophywife,1 person found this review funny,"Posted April 11, 2014.",,265210,55 of 80 people (69%) found this review helpful,True,0
urdreamsarememes,http://steamcommunity.com/id/urdreamsarememes,1 person found this review funny,Posted April 6.,,278360,No ratings yet,False,1
Doobuboo,http://steamcommunity.com/id/Doobuboo,2 people found this review funny,"Posted September 8, 2014.",,72850,4 of 5 people (80%) found this review helpful,True,0
